,0,1
92,ECM1|1,CSF2_P04141
93,ECM1|1,CXCL12|Alpha_P48061|2
94,ECM1|1,FGF2|3_P09038|2
95,ECM1|1,FLT3LG|1_P49771|1
96,ECM1|1,KNG1|HMW_P01042|1
97,ECM1|1,PTN_P21246
98,ECM1|1,TGFB2|A_P61812|1
99,ECM1|1,THPO|1_P40225|1
100,ELN|3,ANGPT1|1_Q15389|1
101,ELN|3,AREG_P15514
102,ELN|3,BMP2_P12643
103,ELN|3,BMP4_P12644
104,ELN|3,BMP5|1_P22003|1
105,ELN|3,BMP7_P18075
106,ELN|3,CSF2_P04141
107,ELN|3,CXCL1_P09341
108,ELN|3,CXCL8|1_P10145|1
109,ELN|3,EGF|1_P01133|1
110,ELN|3,FBS_pubchemsid56314508
111,ELN|3,HGF|1_P14210|1
112,ELN|3,IGFBP3|1_P17936|1
113,ELN|3,IL13_P35225
114,ELN|3,KITLG|1_P21583|1
115,ELN|3,LEP_P41159
116,ELN|3,NRG1|6_Q02297|6
117,ELN|3,TGFB1||Cterminus_P01137||Cterminus
118,ELN|3,TGFB2|A_P61812|1
119,ELN|3,TNFRSF11B_O00300
120,ELN|3,TNFSF11|1_O14788|1
121,ELN|3,VEGFA|VEGF206_P15692|1
122,ELN|3,WNT3A|1_P56704|1
123,ELN|3,Wnt5a|1_P22725|1
124,FBN1,BMP5|1_P22003|1
125,FBN1,BMP6_P22004
126,FBN1,CSF2_P04141
127,FBN1,LYVE1_Q9Y5Y7
128,FBN1,PDGFAB_go1990265
129,FBN1,PTN_P21246
130,FBN1,WNT3A|1_P56704|1
131,FN1|1,CSF2_P04141
132,FN1|1,DLL4_Q9NR61
133,FN1|1,FBS_pubchemsid56314508
134,GAP43|1,BMP5|1_P22003|1
135,GAP43|1,CSF2_P04141
136,GAP43|1,FBS_pubchemsid56314508
137,GAP43|1,TNFSF11|1_O14788|1
138,HA<500kDa,BMP5|1_P22003|1
139,HA<500kDa,CSF2_P04141
140,HA>500kDa,BMP3_P12645
141,HA>500kDa,BMP5|1_P22003|1
142,HA>500kDa,CSF2_P04141
143,HA>500kDa,DLL4_Q9NR61
144,HA>500kDa,PTN_P21246
145,ICAM1,BMP5|1_P22003|1
146,ICAM1,CSF2_P04141
147,ICAM1,FBS_pubchemsid56314508
148,ICAM1,FGF2|3_P09038|2
149,ICAM1,PTN_P21246
150,ICAM1,TGFB2|A_P61812|1
151,ICAM1,THPO|1_P40225|1
152,ITGA10B1,BMP5|1_P22003|1
153,ITGA10B1,CSF2_P04141
154,ITGA10B1,FBS_pubchemsid56314508
155,ITGA10B1,TGFB2|A_P61812|1
156,ITGA10B1,TNFSF11|1_O14788|1
157,ITGA2B1,BMP5|1_P22003|1
158,ITGA2B1,CSF2_P04141
159,ITGA2B1,CXCL12|Alpha_P48061|2
160,ITGA2B1,PTN_P21246
161,ITGA2B1,TGFB2|A_P61812|1
162,ITGA3B1,BMP5|1_P22003|1
163,ITGA3B1,CSF2_P04141
164,ITGA3B1,IGF1|1_P05019|1
165,ITGA3B1,TNF_P01375
166,ITGA4B1,BMP5|1_P22003|1
167,ITGA4B1,CSF2_P04141
168,ITGA4B1,DLL1|1_O00548|1
169,ITGA6B4,BMP5|1_P22003|1
170,ITGA6B4,CSF2_P04141
171,ITGA6B4,FBS_pubchemsid56314508
172,ITGA9B1,BMP2_P12643
173,ITGA9B1,BMP5|1_P22003|1
174,ITGA9B1,BMP6_P22004
175,ITGA9B1,CSF2_P04141
176,ITGA9B1,IL6_P05231
177,ITGAMB2,BMP5|1_P22003|1
178,ITGAMB2,CSF2_P04141
179,ITGAMB2,CXCL12|Alpha_P48061|2
180,ITGAMB2,FBS_pubchemsid56314508
181,ITGAMB2,TNF_P01375
182,ITGAVB6,BMP5|1_P22003|1
183,ITGAVB6,CSF2_P04141
184,ITGAVB6,FBS_pubchemsid56314508
185,ITGAVB6,FGF2|3_P09038|2
186,LAMB1,ANGPT2|1_O15123|1
187,LAMB1,BMP5|1_P22003|1
188,LAMB1,CSF2_P04141
189,LAMB1,FBS_pubchemsid56314508
190,LUM,BMP5|1_P22003|1
191,LUM,BMP6_P22004
192,LUM,CSF2_P04141
193,LUM,FGF2|3_P09038|2
194,LUM,FGF6_P10767
195,LUM,IGF1|1_P05019|1
196,LUM,NRG1|1_Q02297|1
197,LUM,TGFB2|A_P61812|1
198,LUM,TNFSF11|1_O14788|1
199,LUM,TNF_P01375
200,Laminin3B32,ANGPT2|1_O15123|1
201,Laminin3B32,BMP5|1_P22003|1
202,Laminin3B32,BMP6_P22004
203,Laminin3B32,CSF2_P04141
204,NID1|1,ANGPT1|1_Q15389|1
205,NID1|1,ANGPT2|1_O15123|1
206,NID1|1,AREG_P15514
207,NID1|1,BMP2_P12643
208,NID1|1,BMP3_P12645
209,NID1|1,BMP4_P12644
210,NID1|1,BMP5|1_P22003|1
211,NID1|1,BMP6_P22004
212,NID1|1,BMP7_P18075
213,NID1|1,CSF2_P04141
214,NID1|1,CTGF|1_P29279|1
215,NID1|1,CXCL1_P09341
216,NID1|1,CXCL8|1_P10145|1
217,NID1|1,DLL1|1_O00548|1
218,NID1|1,DLL4_Q9NR61
219,NID1|1,EGF|1_P01133|1
220,NID1|1,FASLG|1_P48023|1
221,NID1|1,FBS_pubchemsid56314508
222,NID1|1,FGF6_P10767
223,NID1|1,FLT3LG|1_P49771|1
224,NID1|1,GPNMB|1_Q14956|1
225,NID1|1,HGF|1_P14210|1
226,NID1|1,IGF1|1_P05019|1
227,NID1|1,IGFBP2_P18065
228,NID1|1,IGFBP3|1_P17936|1
229,NID1|1,IL13_P35225
230,NID1|1,IL15|IL15S48AA_P40933|1
231,NID1|1,IL1B_P01584
232,NID1|1,IL7|1_P13232|1
233,NID1|1,JAG1|1_P78504|1
234,NID1|1,KITLG|1_P21583|1
235,NID1|1,LEP_P41159
236,NID1|1,LYVE1_Q9Y5Y7
237,NID1|1,NRG1|10_Q02297|10
238,NID1|1,NRG1|6_Q02297|6
239,NID1|1,PDGFAB_go1990265
240,NID1|1,PDGFB|1_P01127|1
241,NID1|1,PTN_P21246
242,NID1|1,SHH_Q15465
243,NID1|1,TGFB1||Cterminus_P01137||Cterminus
244,NID1|1,TNFRSF11B_O00300
245,NID1|1,VEGFA|VEGF206_P15692|1
246,NID1|1,WNT10A_Q9GZT5
247,NID1|1,WNT3A|1_P56704|1
248,NID1|1,Wnt5a|1_P22725|1
249,OMD,BMP6_P22004
250,OMD,CSF2_P04141
251,OMD,DLL4_Q9NR61
252,PECAM1|Long,BMP5|1_P22003|1
253,PECAM1|Long,CSF2_P04141
254,PECAM1|Long,FBS_pubchemsid56314508
255,PECAM1|Long,JAG1|1_P78504|1
256,PECAM1|Long,THPO|1_P40225|1
257,PECAM1|Long,TNFSF11|1_O14788|1
258,POSTN|1,BMP5|1_P22003|1
259,POSTN|1,CSF2_P04141
260,POSTN|1,FBS_pubchemsid56314508
261,POSTN|1,FGF2|3_P09038|2
262,SPARC,BMP5|1_P22003|1
263,SPARC,CSF2_P04141
264,SPARC,CXCL12|Alpha_P48061|2
265,SPARC,FGF2|3_P09038|2
266,SPARC,PTN_P21246
267,SPARC,TGFB2|A_P61812|1
268,SPARC,TNFSF11|1_O14788|1
269,SPARC,TNF_P01375
270,SPP1|A,BMP5|1_P22003|1
271,SPP1|A,CSF2_P04141
272,THBS1|1,CSF2_P04141
273,THBS1|1,FBS_pubchemsid56314508
274,TNC|1,ANGPT2|1_O15123|1
275,TNC|1,CSF2_P04141
276,TNC|1,FBS_pubchemsid56314508
277,VCAM1|1,BMP5|1_P22003|1
278,VCAM1|1,CSF2_P04141
279,VCAM1|1,CXCL12|Alpha_P48061|2
280,VTN,BMP5|1_P22003|1
281,VTN,CSF2_P04141
282,VTN,FBS_pubchemsid56314508
